date,adjusted_close
2025-12-03,128.4657
2025-12-04,128.6995
2025-12-05,128.9274
2025-12-08,129.1488
2025-12-09,129.3628
2025-12-10,129.5688
2025-12-11,129.7661
2025-12-12,129.9541
2025-12-15,130.1322
2025-12-16,130.2998
2025-12-17,130.4565
2025-12-18,130.6016
2025-12-19,130.7347
2025-12-22,130.8555
2025-12-23,130.9635
2025-12-24,131.0585
2025-12-25,131.1402
2025-12-26,131.2084
2025-12-29,131.2628
2025-12-30,131.3035
2025-12-31,131.3302
2026-01-01,131.3431
2026-01-02,131.3421
2026-01-05,131.3273
2026-01-06,131.2990
2026-01-07,131.2572
2026-01-08,131.2022
2026-01-09,131.1344
2026-01-12,131.0540
2026-01-13,130.9615
2026-01-14,130.8573
2026-01-15,130.7419
2026-01-16,130.6158
2026-01-19,130.4795
2026-01-20,130.3336
2026-01-21,130.1788
2026-01-22,130.0157
2026-01-23,129.8451
2026-01-26,129.6675
2026-01-27,129.4838
2026-01-28,129.2947
2026-01-29,129.1010
2026-01-30,128.9034
2026-02-02,128.7028
2026-02-03,128.4998
2026-02-04,128.2954
2026-02-05,128.0904
2026-02-06,127.8855
2026-02-09,127.6815
2026-02-10,127.4792
2026-02-11,127.2795
2026-02-12,127.0830
2026-02-13,126.8905
2026-02-16,126.7028
2026-02-17,126.5206
2026-02-18,126.3445
2026-02-19,126.1753
2026-02-20,126.0135
2026-02-23,125.8599
2026-02-24,125.7149
2026-02-25,125.5792
2026-02-26,125.4532
2026-02-27,125.3376
2026-03-02,125.2326
2026-03-03,125.1388
2026-03-04,125.0565
2026-03-05,124.9861
2026-03-06,124.9278
2026-03-09,124.8820
2026-03-10,124.8490
2026-03-11,124.8287
2026-03-12,124.8215
2026-03-13,124.8274
2026-03-16,124.8466
2026-03-17,124.8789
2026-03-18,124.9244
2026-03-19,124.9831
2026-03-20,125.0549
2026-03-23,125.1395
2026-03-24,125.2369
2026-03-25,125.3467
