date,adjusted_close
2025-09-05,107.3851
2025-09-08,107.2238
2025-09-09,107.0584
2025-09-10,106.8898
2025-09-11,106.7186
2025-09-12,106.5453
2025-09-15,106.3707
2025-09-16,106.1955
2025-09-17,106.0203
2025-09-18,105.8457
2025-09-19,105.6725
2025-09-22,105.5013
2025-09-23,103.4336
2025-09-24,103.2712
2025-09-25,103.1125
2025-09-26,102.9582
2025-09-29,102.8088
2025-09-30,102.6650
2025-10-01,102.5271
2025-10-02,102.3957
2025-10-03,102.2713
2025-10-06,102.1544
2025-10-07,102.0454
2025-10-08,101.9446
2025-10-09,101.8525
2025-10-10,101.7694
2025-10-13,101.6956
2025-10-14,101.6315
2025-10-15,101.5772
2025-10-16,101.5330
2025-10-17,101.4991
2025-10-20,101.4756
2025-10-21,101.4627
2025-10-22,101.4604
2025-10-23,101.4689
2025-10-24,101.4881
2025-10-27,101.5181
2025-10-28,101.5587
2025-10-29,101.6100
2025-10-30,101.6717
2025-10-31,101.7438
2025-11-03,101.8262
2025-11-04,101.9184
2025-11-05,102.0205
2025-11-06,102.1319
2025-11-07,102.2526
2025-11-10,102.3821
2025-11-11,102.5200
2025-11-12,102.6660
2025-11-13,102.8197
2025-11-14,102.9806
2025-11-17,103.1482
2025-11-18,103.3221
2025-11-19,103.5017
2025-11-20,103.6864
2025-11-21,103.8758
2025-11-24,104.0692
2025-11-25,104.2661
2025-11-26,104.4659
2025-11-27,104.6678
2025-11-28,104.8713
2025-12-01,105.0758
2025-12-02,105.2805
2025-12-03,105.4849
2025-12-04,105.6883
2025-12-05,105.8900
2025-12-08,106.0893
2025-12-09,106.2857
2025-12-10,106.4784
2025-12-11,106.6669
2025-12-12,106.8504
2025-12-15,107.0285
2025-12-16,107.2005
2025-12-17,107.3659
2025-12-18,107.5240
2025-12-19,107.6744
2025-12-22,107.8166
2025-12-23,107.9501
2025-12-24,108.0745
2025-12-25,108.1893
2025-12-26,108.2941
2025-12-29,108.3888
2025-12-30,108.4729
2025-12-31,108.5461
2026-01-01,108.6083
2026-01-02,108.6594
2026-01-05,108.6990
2026-01-06,108.7272
2026-01-07,108.7439
2026-01-08,108.7492
2026-01-09,108.7429
2026-01-12,108.7252
2026-01-13,108.6963
2026-01-14,108.6563
2026-01-15,108.6054
2026-01-16,108.5438
2026-01-19,108.4719
2026-01-20,108.3899
2026-01-21,108.2982
2026-01-22,108.1973
2026-01-23,108.0875
2026-01-26,107.9693
2026-01-27,107.8432
2026-01-28,107.7097
2026-01-29,107.5694
2026-01-30,107.4228
2026-02-02,107.2706
2026-02-03,107.1132
2026-02-04,106.9514
2026-02-05,106.7858
2026-02-06,106.6171
2026-02-09,106.4458
2026-02-10,106.2726
2026-02-11,106.0983
2026-02-12,105.9234
2026-02-13,105.7486
2026-02-16,105.5747
2026-02-17,105.4022
2026-02-18,105.2317
2026-02-19,105.0640
2026-02-20,104.8996
2026-02-23,104.7392
2026-02-24,104.5833
2026-02-25,104.4326
2026-02-26,104.2875
2026-02-27,104.1486
2026-03-02,104.0164
2026-03-03,103.8914
2026-03-04,103.7740
2026-03-05,103.6647
2026-03-06,103.5640
2026-03-09,103.4721
2026-03-10,103.3894
2026-03-11,103.3162
2026-03-12,103.2529
2026-03-13,103.1996
2026-03-16,103.1566
2026-03-17,103.1241
2026-03-18,103.1022
2026-03-19,103.0911
2026-03-20,103.0909
2026-03-23,103.1015
2026-03-24,103.1231
2026-03-25,103.1555
