date,adjusted_close
2025-10-07,106.1045
2025-10-08,106.0097
2025-10-09,105.9242
2025-10-10,105.8485
2025-10-13,105.7828
2025-10-14,105.7273
2025-10-15,105.6824
2025-10-16,105.6482
2025-10-17,105.6248
2025-10-20,105.6124
2025-10-21,105.6111
2025-10-22,105.6210
2025-10-23,105.6420
2025-10-24,105.6743
2025-10-27,105.7176
2025-10-28,105.7720
2025-10-29,105.8374
2025-10-30,105.9135
2025-10-31,106.0003
2025-11-03,106.0974
2025-11-04,106.2047
2025-11-05,106.3218
2025-11-06,106.4484
2025-11-07,106.5843
2025-11-10,106.7290
2025-11-11,106.8821
2025-11-12,107.0431
2025-11-13,107.2117
2025-11-14,107.3872
2025-11-17,107.5693
2025-11-18,107.7574
2025-11-19,107.9508
2025-11-20,108.1491
2025-11-21,108.3515
2025-11-24,108.5576
2025-11-25,108.7666
2025-11-26,108.9780
2025-11-27,109.1910
2025-11-28,109.4050
2025-12-01,109.6192
2025-12-02,109.8331
2025-12-03,110.0460
2025-12-04,110.2571
2025-12-05,110.4658
2025-12-08,110.6713
2025-12-09,110.8731
2025-12-10,111.0705
2025-12-11,111.2627
2025-12-12,111.4493
2025-12-15,111.6295
2025-12-16,111.8028
2025-12-17,111.9686
2025-12-18,112.1263
2025-12-19,112.2755
2025-12-22,112.4157
2025-12-23,112.5463
2025-12-24,112.6670
2025-12-25,112.7773
2025-12-26,112.8770
2025-12-29,112.9657
2025-12-30,113.0431
2025-12-31,113.1090
2026-01-01,113.1633
2026-01-02,113.2057
2026-01-05,113.2362
2026-01-06,113.2548
2026-01-07,113.2613
2026-01-08,113.2560
2026-01-09,113.2387
2026-01-12,113.2097
2026-01-13,113.1692
2026-01-14,113.1173
2026-01-15,113.0543
2026-01-16,112.9804
2026-01-19,112.8962
2026-01-20,112.8018
2026-01-21,112.6978
2026-01-22,112.5846
2026-01-23,112.4626
2026-01-26,112.3324
2026-01-27,112.1945
2026-01-28,112.0495
2026-01-29,111.8979
2026-01-30,111.7404
2026-02-02,111.5776
2026-02-03,111.4102
2026-02-04,111.2388
2026-02-05,111.0641
2026-02-06,110.8868
2026-02-09,110.7075
2026-02-10,110.5270
2026-02-11,110.3459
2026-02-12,110.1650
2026-02-13,109.9849
2026-02-16,109.8062
2026-02-17,109.6298
2026-02-18,109.4562
2026-02-19,109.2860
2026-02-20,109.1200
2026-02-23,108.9587
2026-02-24,108.8027
2026-02-25,108.6526
2026-02-26,108.5090
2026-02-27,108.3723
2026-03-02,108.2432
2026-03-03,108.1220
2026-03-04,108.0092
2026-03-05,107.9053
2026-03-06,107.8106
2026-03-09,107.7255
2026-03-10,107.6504
2026-03-11,107.5855
2026-03-12,107.5310
2026-03-13,107.4873
2026-03-16,107.4545
2026-03-17,107.4328
2026-03-18,107.4223
2026-03-19,107.4231
2026-03-20,107.4353
2026-03-23,107.4588
2026-03-24,107.4937
2026-03-25,107.5399
